code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,doc_link,source_link
ArrayBuffer,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,14,https://github.com/google/tsunami/blob/96661343da753d38bf96b41d0d48041a5ead2611/README.md,https://github.com/google/tsunami/blob/96661343da753d38bf96b41d0d48041a5ead2611/tsunami.ts#L31
TypeScript,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,1,https://github.com/google/tsunami/blob/96661343da753d38bf96b41d0d48041a5ead2611/README.md,https://github.com/google/tsunami/blob/96661343da753d38bf96b41d0d48041a5ead2611/tsunami.ts#L212
UncompressedFile,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,4,https://github.com/google/tsunami/blob/96661343da753d38bf96b41d0d48041a5ead2611/README.md,https://github.com/google/tsunami/blob/96661343da753d38bf96b41d0d48041a5ead2611/tsunami.ts#L29
