code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,doc_link,source_link
BAG,repo,README.md,0,0,45,45,45,45,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/tutorial_files/solutions/5_hierarchical_generators.ipynb#L153
BSD,repo,README.md,2,2,92,94,94,92,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/start_tutorial.sh#L16
LICENSE,repo,README.md,4,4,94,96,96,94,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/start_tutorial.sh#L8
OR,repo,README.md,12,12,102,104,104,102,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/start_tutorial.sh#L12
PDK,repo,README.md,1,1,62,63,63,62,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/start_tutorial.sh#L2
SPDX,repo,README.md,1,1,46,47,47,46,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/start_tutorial.sh#L20
SkyWater,repo,README.md,2,2,47,48,48,47,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/81beaf8ca9a4953a67868412105ac9d3856f21f0/README.md,https://github.com/google/skywater-pdk-libs-sky130_bag3_pr/blob/c234d7d436cab482d1e191b5aab7e4cd617db36d/workspace_setup/start_tutorial.sh#L2
