code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
API,repo,README.md,7,7,7,.,.,7,7,7,11,11,18,18,21,21,21,24,24,24,29,29,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/README.md,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/notebooks/web_apps.ipynb#L61
app_feedback_channel,repo,README.md,-,-,-,.,.,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/README.md,https://github.com/google/android-management-api-samples/blob/adbc55a03bbbd160d8521da3b39cdf98209abf48/notebooks/app_feedback_channel.ipynb#L6
managed_configurations,repo,README.md,-,-,-,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/README.md,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/notebooks/managed_configurations.ipynb#L6
web_apps,repo,README.md,-,-,-,.,.,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/README.md,https://github.com/google/android-management-api-samples/blob/c0f482279b2d1ab7576806496efae30d73e291ce/notebooks/web_apps.ipynb#L6
