code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,doc_link,source_link
IDS,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/emitto/blob/709cd468828e402a878ad66f5459d10b32bce601/README.md,https://github.com/google/emitto/blob/6e316704cd86372b2a2a24ffe3514c25953f61c0/source/server/proto/service.proto#L53
container_image,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,https://github.com/google/emitto/blob/709cd468828e402a878ad66f5459d10b32bce601/README.md,https://github.com/google/emitto/blob/6e316704cd86372b2a2a24ffe3514c25953f61c0/source/server/BUILD.bazel#L34
go_image,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,https://github.com/google/emitto/blob/709cd468828e402a878ad66f5459d10b32bce601/README.md,https://github.com/google/emitto/blob/6e316704cd86372b2a2a24ffe3514c25953f61c0/source/server/BUILD.bazel#L27
io_bazel_rules_go,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,29,29,https://github.com/google/emitto/blob/709cd468828e402a878ad66f5459d10b32bce601/README.md,https://github.com/google/emitto/blob/6e316704cd86372b2a2a24ffe3514c25953f61c0/source/server/store/BUILD.bazel#L1
rules_docker,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,https://github.com/google/emitto/blob/709cd468828e402a878ad66f5459d10b32bce601/README.md,https://github.com/google/emitto/blob/6e316704cd86372b2a2a24ffe3514c25953f61c0/WORKSPACE#L18
sensor_image,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,https://github.com/google/emitto/blob/709cd468828e402a878ad66f5459d10b32bce601/README.md,https://github.com/google/emitto/blob/6e316704cd86372b2a2a24ffe3514c25953f61c0/source/sensor/BUILD.bazel#L32
