code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
BUILD,repo,README.md,1,1,1,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,code_element is a file name
ExampleGen,repo,README.md,7,7,7,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/data.py#L73
README,repo,README.md,1,1,1,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/data.py#L16
__init__,repo,README.md,10,10,10,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/model/seq2seq.py#L28
batch_reader,repo,README.md,11,11,11,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/decode.py#L97
beam_search,repo,README.md,5,5,5,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/decode.py#L26
copynet_batcher,repo,README.md,1,1,1,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/config/cfg_copynet.py#L20
data.py,repo,README.md,2,2,2,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/BUILD#L64
data/data,repo,README.md,3,3,7,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/config/cfg_seq2seq.py#L25
data/data_convert_example.py,repo,README.md,1,1,1,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,code_element is a file name
data/vocab,repo,README.md,3,3,7,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/config/cfg_seq2seq.py#L27
data_convert_example,repo,README.md,2,2,2,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/data/data_convert_example.py#L19
eval_interval_secs,repo,README.md,4,4,4,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/main.py#L156
log_root,repo,README.md,13,13,13,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/main.py#L37
text_data,repo,README.md,3,3,3,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/data/data_convert_example.py#L19
vocab_batcher,repo,README.md,2,2,2,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/README.md,https://github.com/google/text2text/blob/4f4abb0e8630d9736883018fdf08fcaf9490dc99/config/cfg_seq2seq.py#L20
