code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
LICENSE,repo,README.md,44,44,43,43,.,43,43,44,44,44,44,44,44,46,46,46,46,46,46,46,https://github.com/google/timecast/blob/b4a4498657dcb8756a81dbf1c08cbc94945f8dfe/README.md,https://github.com/google/timecast/blob/11f01d81e240d38ff194df54bbf219e6367f3cf5/timecast/utils/statistics.py#L7
MIT,repo,README.md,2,2,2,2,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/timecast/blob/b4a4498657dcb8756a81dbf1c08cbc94945f8dfe/README.md,https://github.com/google/timecast/blob/11f01d81e240d38ff194df54bbf219e6367f3cf5/.github/badges/mit.svg#L1
PyCQA,repo,README.md,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/timecast/blob/b4a4498657dcb8756a81dbf1c08cbc94945f8dfe/README.md,https://github.com/google/timecast/blob/11f01d81e240d38ff194df54bbf219e6367f3cf5/.pre-commit-config.yaml#L2
docstring_coverage,repo,README.md,1,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/timecast/blob/b4a4498657dcb8756a81dbf1c08cbc94945f8dfe/README.md,https://github.com/google/timecast/blob/11f01d81e240d38ff194df54bbf219e6367f3cf5/.pre-commit-config.yaml#L33
master,repo,README.md,5,5,5,5,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/timecast/blob/b4a4498657dcb8756a81dbf1c08cbc94945f8dfe/README.md,https://github.com/google/timecast/blob/11f01d81e240d38ff194df54bbf219e6367f3cf5/docs/index.rst#L1
