code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,doc_link,source_link
SIMD,repo,README.md,-,-,-,-,-,-,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/font-go/blob/e1de34206e9ead80a6d21830766ea6dffdd83352/README.md,https://github.com/google/font-go/blob/32ada260ab2de3586cffc519e00e5e5a2f499251/raster.go#L52
