code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
**,repo,README.md,244,244,244,244,244,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/util/string.js#L19
/edit#gid=0,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L23
10UJVAGV74QrH3FCRODDs6h7sxoxedwZbW2xr5odrTbg,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L39
15WaN5Ba2bpcH02iZ8PgwISv4qfoXqolJvTx6TGobKKY,repo,README.md,5,5,5,5,5,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L27
1BZkj1YEsyTLUFQD99SzUO99EmxoHNk00K_8Or_xjbeg,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L34
1J6yyG1AyiEkFX6BKbUOX4AChHkUwMXy8Ib4vOroGdTc,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L41
1U_H7TUs6t03ds5eY9msTTnIRHGLIv_xeqz7gvXbN_V0,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L40
1Wf2seYwniqEuvQeE0QkQkA,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L30
1ZAXLpCPwKxeNWmmrL2FREDMy_ZRm58E5x,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L33
1bI8HPbUk7p8we13qpgABCTQ0LUKYamnQuTxeQaHpj7I,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L42
1by8LNn7fyHZS,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L26
1em5F9Gtwj9xjJ7S28oEfZe_bDb7_R8_d5TxodiuxhNM,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L45
1iTkhh0Zr1kM2w0yCN,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L37
1tE1mYYPcBUCaZ8S6NnNsaBGIJZx,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L44
1tv3LVxutq6U9GvOxjSWhND8Gj03KhhjG2lUG85NJ,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L46
1uo0uqJTR,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L35
1uoDpL26jSBW4t7uQfR_2tI3ZocfXvvxVOYWEtsaAxrM,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L43
1wckNI7olWBK1MrdMoNcHey8a7QhHevkQMqoYtTT9dBA,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L38
25BV4ijEHdIrnl898gF5,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L26
3oKfIHZIzb1L63M,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L44
<SHEET_ID>,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L23
AU,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L27
BR,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L43
CA,repo,README.md,6,6,6,6,6,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L28
CLI,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/build.sh#L50
ES,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L34
FR,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L37
FUNCTION_VERSION,repo,README.md,13,13,13,13,13,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/index.js#L24
GB,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L29
ID,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L16
IN,repo,README.md,3,3,3,3,3,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/sheet-data.js#L30
JSON,repo,README.md,23,23,23,23,23,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/util/object.js#L201
LICENSE,repo,README.md,85,85,85,85,85,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/sdk/webhooks/AssistantStudioFulfillment.yaml#L7
LOCALE_TO_SHEET_ID,repo,README.md,4,4,4,4,4,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/index.js#L27
PROJECT_ID,repo,README.md,8,8,8,8,8,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/sdk/settings/settings.yaml#L20
SDK,repo,README.md,4,4,4,4,4,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/sheet-converter.js#L31
URL,repo,README.md,8,8,8,8,8,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/util/ssml.js#L126
US,repo,README.md,7,7,7,7,7,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/util/ssml.js#L30
UUr1n2ZaOmf5dJHYOSaw,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L30
converter,repo,README.md,-,-,-,6,6,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/sheet-converter.js#L16
