code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,doc_link,source_link
PDF,repo,README.md,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/localized-narratives/blob/249b3d89a925dfc66f4af2bd49e77d51cef34208/README.md,https://github.com/google/localized-narratives/blob/79a19b2d146acd92a39ac4e97488e421b73e1c8e/index.html#L110
arXiv,repo,README.md,1,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/localized-narratives/blob/249b3d89a925dfc66f4af2bd49e77d51cef34208/README.md,https://github.com/google/localized-narratives/blob/79a19b2d146acd92a39ac4e97488e421b73e1c8e/index.html#L109
