code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,doc_link,source_link
|||,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,https://github.com/google/codemirror-mode-jsonnet/blob/97339e15717c3bb8b57a5d0cda6264bc17da36e6/README.md,https://github.com/google/codemirror-mode-jsonnet/blob/89ce682312a6678c0153d785fc97eaf1914daf94/jsonnet.js#L62
