code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,doc_link,source_link
AUTHORS,repo,README.md,.,-,-,0,0,0,0,0,0,0,0,3,3,3,3,3,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/CONTRIBUTING.md#L30
DeepLinkTrackerActivity,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/trackerLib/src/main/java/com/googleplex/adwords/app/update/tracker/DeepLinkTrackerActivity.java#L22
LICENSE,repo,README.md,.,-,-,1,1,6,7,7,7,7,7,7,7,7,7,7,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/trackerLib/src/main/java/com/googleplex/adwords/app/update/tracker/PingAdwordsUtil.java#L26
SharedPreferences,repo,README.md,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/trackerLib/src/main/java/com/googleplex/adwords/app/update/tracker/PingAdwordsUtil.java#L5
gms:play,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/trackerLib/build.gradle#L25
services:8,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/trackerLib/build.gradle#L25
trackerLib,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/AppUpdateTrackerLib/blob/a70d2f4cb1af8ce01071592e1ba5c0a2f5e1fd56/README.md,https://github.com/google/AppUpdateTrackerLib/blob/112b0b581f954f650c5f859f58ca63d1e9b000f8/settings.gradle#L1
