code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
GOPATH,repo,README.md,-,-,-,-,-,1,2,2,4,4,4,4,4,https://github.com/google/git-pull-request-mirror/blob/c190acc427a46fd315d54523331599160d229f32/README.md,https://github.com/google/git-pull-request-mirror/blob/3d342363b0e1f2da4e59ac01baf4601bcf233bf9/app/hooks/Dockerfile#L24
YOUR_AUTH_TOKEN,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/git-pull-request-mirror/blob/c190acc427a46fd315d54523331599160d229f32/README.md,https://github.com/google/git-pull-request-mirror/blob/3d342363b0e1f2da4e59ac01baf4601bcf233bf9/batch/batch.go#L27
app,repo,README.md,6,6,6,6,6,6,1,1,7,7,7,7,7,https://github.com/google/git-pull-request-mirror/blob/c190acc427a46fd315d54523331599160d229f32/README.md,https://github.com/google/git-pull-request-mirror/blob/3d342363b0e1f2da4e59ac01baf4601bcf233bf9/app/hooks/Dockerfile#L18
batch,repo,README.md,2,2,2,2,2,2,2,2,2,4,4,4,4,https://github.com/google/git-pull-request-mirror/blob/c190acc427a46fd315d54523331599160d229f32/README.md,https://github.com/google/git-pull-request-mirror/blob/3d342363b0e1f2da4e59ac01baf4601bcf233bf9/mirror/doc.go#L18
mirror,repo,README.md,28,28,30,30,30,30,28,28,30,34,35,35,34,https://github.com/google/git-pull-request-mirror/blob/c190acc427a46fd315d54523331599160d229f32/README.md,https://github.com/google/git-pull-request-mirror/blob/3d342363b0e1f2da4e59ac01baf4601bcf233bf9/mirror/readall_test.go#L17
repo,repo,README.md,140,140,141,141,141,141,142,142,156,157,157,157,157,https://github.com/google/git-pull-request-mirror/blob/c190acc427a46fd315d54523331599160d229f32/README.md,https://github.com/google/git-pull-request-mirror/blob/3d342363b0e1f2da4e59ac01baf4601bcf233bf9/mirror/readall_test.go#L67
