code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,doc_link,source_link
BAD_RANDOM,repo,README.md,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L50
BAD_VERSION,repo,README.md,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L48
CLIENT_FINISH,repo,README.md,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L29
CLIENT_INIT,repo,README.md,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L27
CURVE25519_SHA512,repo,README.md,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L71
CipherCommitment,repo,README.md,9,9,9,9,9,9,12,18,18,18,18,18,18,18,18,18,18,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L82
ClientFinished,repo,README.md,4,4,4,4,4,4,14,18,18,18,18,18,18,18,18,18,18,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L80
ClientInit,repo,README.md,11,11,11,11,11,11,28,40,40,40,40,40,40,40,40,40,40,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L47
ClientInit.cipher_commitments,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L753
ECDH,repo,README.md,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L69
HKDF,repo,README.md,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/javatest/com/google/security/cryptauth/lib/securemessage/CryptoOpsTest.java#L32
HandshakeCipher,repo,README.md,18,18,18,18,18,18,70,92,92,92,92,92,92,92,92,92,92,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/javatest/com/google/security/cryptauth/lib/securegcm/Ukey2HandshakeTest.java#L19
HandshakeCiphers,repo,README.md,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L654
Hash,repo,README.md,5,5,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L175
INCORRECT_MESSAGE,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L42
INTERNAL_ERROR,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L58
NIST,repo,README.md,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L69
NOTE,repo,README.md,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securemessage/CryptoOps.java#L321
P256_SHA512,repo,README.md,16,16,16,16,16,16,66,80,80,80,80,80,80,80,80,80,80,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L69
RESERVED,repo,README.md,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L68
SERVER_INIT,repo,README.md,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L28
SHA512,repo,README.md,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L69
ServerInit,repo,README.md,8,8,8,8,8,8,32,40,40,40,40,40,40,40,40,40,40,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L47
Type.CLIENT_INIT,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L318
Type.SERVER_INIT,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L323
UNKNOWN_DO_NOT_USE,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L25
Ukey2Alert,repo,README.md,37,37,37,37,37,37,37,64,64,64,64,64,64,64,64,64,64,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L37
Ukey2ClientFinished,repo,README.md,9,9,9,9,9,9,15,18,18,18,18,18,18,18,18,18,18,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L102
Ukey2ClientInit,repo,README.md,11,11,11,11,11,11,28,38,38,38,38,38,38,38,38,38,38,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L75
Ukey2HandshakeCipher,repo,README.md,9,9,9,9,9,9,11,13,13,13,13,13,13,13,13,13,13,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L67
Ukey2Message,repo,README.md,22,22,22,22,22,22,61,86,86,86,86,86,86,86,86,86,86,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L23
Ukey2ServerInit,repo,README.md,8,8,8,8,8,8,32,36,36,36,36,36,36,36,36,36,36,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L92
cipher_commitment,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L652
cipher_commitments,repo,README.md,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L86
error_message,repo,README.md,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L58
handshake_cipher,repo,README.md,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,11,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L83
message_data,repo,README.md,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L33
message_type,repo,README.md,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L32
next_protocol,repo,README.md,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L89
public_key,repo,README.md,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L99
random,repo,README.md,18,18,18,18,18,18,14,20,20,20,20,20,20,20,20,20,20,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L78
version,repo,README.md,45,45,45,45,45,45,66,84,84,84,84,84,84,84,84,84,84,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L48
