code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,doc_link,source_link
"AES_256_CBC-HMAC_SHA256""",repo,README.md,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L235
ALERT,repo,README.md,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L26
AUTH_STRING,repo,README.md,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L686
Alert,repo,README.md,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/javatest/com/google/security/cryptauth/lib/securegcm/Ukey2HandshakeTest.java#L131
Alert.BAD_RANDOM,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/java/com/google/security/cryptauth/lib/securegcm/Ukey2Handshake.java#L643
AlertType,repo,README.md,29,29,29,29,29,29,29,31,31,31,31,31,31,31,31,31,31,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L38
BAD_HANDSHAKE_CIPHER,repo,README.md,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,14,14,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L52
BAD_MESSAGE,repo,README.md,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L40
BAD_MESSAGE_DATA,repo,README.md,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L44
BAD_MESSAGE_TYPE,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L41
BAD_NEXT_PROTOCOL,repo,README.md,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L53
BAD_PUBLIC_KEY,repo,README.md,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,https://github.com/google/ukey2/blob/53db56bd231de713e60cbc495efe7e6499dc3986/README.md,https://github.com/google/ukey2/blob/c2436e55116964d88532080784f6ed496b0d11f9/src/main/proto/ukey.proto#L55
