code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,doc_link,source_link
CONTRIBUTING,repo,README.md,.,.,.,.,-,-,1,1,-,-,-,https://github.com/google/gmailsnooze/blob/65832ec6e9f30721f7a5964df72fd63a33d36138/README.md,code_element is a file name
