code_element,page_type,page_name,rev_1,doc_link,source_link
att_mechanism,repo,README.md,22,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/model_utils.py#L487
base_models.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
best_model.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
best_params,repo,README.md,8,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/best_model.py#L33
data/,repo,README.md,2,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L50
data_utils.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
dataset_str,repo,README.md,26,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L37
drop_edge_prop,repo,README.md,14,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L37
edge_l2_reg,repo,README.md,9,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L63
edge_loss,repo,README.md,14,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L97
edge_models.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
input_dim,repo,README.md,50,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L145
launch.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
launch_dataset,repo,README.md,3,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/launch.py#L33
launch_model_name,repo,README.md,3,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/launch.py#L32
launch_n_runs,repo,README.md,2,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/launch.py#L41
launch_save_dir,repo,README.md,2,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/launch.py#L30
link_prediction_utils.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
"load_data(dataset_str, data_path)",repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L110
model_name,repo,README.md,18,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L97
model_utils.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
n_att_node,repo,README.md,10,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L83
n_hidden_edge,repo,README.md,15,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L86
n_hidden_node,repo,README.md,13,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L79
node_acc,repo,README.md,6,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L254
node_edge_models.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
node_l2_reg,repo,README.md,9,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L61
node_models.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
normalize_adj,repo,README.md,10,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L30
p_drop_edge,repo,README.md,14,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L74
p_drop_node,repo,README.md,11,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L73
save_dir,repo,README.md,13,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L52
sparse_features,repo,README.md,50,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/model_utils.py#L261
train.py,repo,README.md,9,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/third_party/gcn/README.md#L24
train_utils.py,repo,README.md,1,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,code_element is a file name
w_sigmoid_ce,repo,README.md,4,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L97
