code_element,page_type,page_name,rev_1,doc_link,source_link
EdgeModel,repo,README.md,7,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/models/edge_models.py#L22
FLAGS,repo,README.md,81,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/link_prediction_utils.py#L34
GAE,repo,README.md,8,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L75
GAT,repo,README.md,12,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/model_utils.py#L321
GCN,repo,README.md,16,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/model_utils.py#L82
NOTE,repo,README.md,3,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L200
NodeEdgeModel,repo,README.md,9,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/models/node_edge_models.py#L23
NodeModel,repo,README.md,11,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/models/node_models.py#L22
PPI,repo,README.md,2,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/utils/data_utils.py#L118
SemiEmb,repo,README.md,4,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/README.md,https://github.com/google/gcnn-survey-paper/blob/591af8d6c4374378831cab2cdec79575e2540d79/train.py#L108
