code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,doc_link,source_link
API,repo,README.md,3,3,3,3,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/app_script.js#L21
ID,repo,README.md,25,25,25,25,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/app_script_test.js#L40
UI,repo,README.md,4,4,4,4,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/app_script.js#L18
URL,repo,README.md,12,12,12,12,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/app_script_test.js#L31
app_script.js,repo,README.md,-,-,-,1,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,code_element is a file name
deleteAudiencesInLog(),repo,README.md,1,1,1,1,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/app_script.js#L269
runAudienceCreator(),repo,README.md,1,1,1,1,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/README.md,https://github.com/google/analytics-audience-automation-tool/blob/2c5e044780a5a591a40d2fe5bef1113d58a2e638/app_script.js#L41
