code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
ANY,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
AS,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L11
BASIS,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L11
CONDITIONS,repo,README.md,9,9,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
HTTP,repo,README.md,3,3,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L248
IS,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L11
KIND,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
LICENSE,repo,README.md,8,8,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L8
NGINX,repo,README.md,2,2,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/config#L20
OF,repo,README.md,8,8,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
