code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
ANY,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
AS,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L10
BASIS,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L10
CONDITIONS,repo,README.md,8,8,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
IS,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L10
KIND,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
LICENSE,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L7
LLC,repo,README.md,4,4,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L1
OF,repo,README.md,7,7,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
OR,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
WARRANTIES,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
WITHOUT,repo,README.md,6,6,https://github.com/google/cloud-network-reachability/blob/2e3dc8b8934dc8073f7dbfc7306880411571f751/README.md,https://github.com/google/cloud-network-reachability/blob/a4a60ccdb47f749cdf1c86962a18d5b17750d2ea/proto/rules.proto#L11
