code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,doc_link,source_link
AV,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/vxsig.proto#L15
BinDiff,repo,README.md,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/siggen_test.cc#L52
BinExport,repo,README.md,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,29,29,29,29,29,29,29,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/siggen.h#L16
ClamAV,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/vxsig.proto#L205
LLC,repo,README.md,51,51,51,51,51,51,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/yara_signature_test_util.h#L1
VxSig,repo,README.md,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/bazel/vxsig_deps.bzl#L15
detection_name,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/yara_signature_formatter.cc#L71
trim_length,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/vxsig.proto#L85
vxsig_build,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/README.md,https://github.com/google/vxsig/blob/5f4b86027700d3ad251cbe3e96d8f90a1444d99f/vxsig/siggen_test.cc#L102
