code_element,page_type,page_name,rev_1,doc_link,source_link
--dataset_dir,repo,README.md,1,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/deep_edge_trainer.py#L86
--directed,repo,README.md,2,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/create_dataset_arrays.py#L79
--only_simulate_walks,repo,README.md,1,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/create_dataset_arrays.py#L60
0,repo,README.md,106,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/third_party/node2vec/node2vec.py#L26
AND,repo,README.md,4,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/third_party/node2vec/LICENSE.md#L9
Best,repo,README.md,3,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/deep_edge_trainer.py#L261
BioGrid,repo,README.md,1,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/datasets/README.md#L5
ID,repo,README.md,4,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/deep_edge_trainer.py#L121
SNAP,repo,README.md,1,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/datasets/README.md#L4
create_dataset_arrays.py,repo,README.md,2,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/deep_edge_trainer.py#L16
dataset_dir,repo,README.md,5,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/README.md,https://github.com/google/asymproj_edge_dnn/blob/3967ac8286a7b90fb8a03d27218b7c1ea86988e8/deep_edge_trainer.py#L35
