code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
CS,repo,README.md,0,0,0,2,2,https://github.com/google/teknowledge/blob/aa55aa59c287f5fe3052e89d539f44252eee41a8/README.md,https://github.com/google/teknowledge/blob/aa55aa59c287f5fe3052e89d539f44252eee41a8/curriculum_v2/README.md#L2
IgniteCS,repo,README.md,-,0,0,2,2,https://github.com/google/teknowledge/blob/aa55aa59c287f5fe3052e89d539f44252eee41a8/README.md,https://github.com/google/teknowledge/blob/aa55aa59c287f5fe3052e89d539f44252eee41a8/curriculum_v2/README.md#L67
input(),repo,README.md,11,11,11,-,-,https://github.com/google/teknowledge/blob/aa55aa59c287f5fe3052e89d539f44252eee41a8/README.md,https://github.com/google/teknowledge/blob/4b2ebd34a5d7ba89f71fedbb33f95b8c98b88481/curriculum/06_data_01_analysis_2_DAYS/06_data_01_analysis_day_2/06_02_US_Presidents.py#L48
print(),repo,README.md,7,7,7,-,-,https://github.com/google/teknowledge/blob/aa55aa59c287f5fe3052e89d539f44252eee41a8/README.md,https://github.com/google/teknowledge/blob/4b2ebd34a5d7ba89f71fedbb33f95b8c98b88481/curriculum/05_lists_01_many_names_2_DAYS/05_lists_02_many_names_day_2/05_02_02_fun_guess_the_name_game.py#L36
