code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,doc_link,source_link
NLS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/NLSdata/blob/652762f007f23c5d8a0f6f3c34c92672e98f1664/README.md,https://github.com/google/NLSdata/blob/1806fc8c177f4858d8e3d3fbba17bbdd7bba8e98/man/RosterToLongDf.Rd#L4
NLSdata,repo,README.md,0,0,1,2,7,9,9,9,38,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,https://github.com/google/NLSdata/blob/652762f007f23c5d8a0f6f3c34c92672e98f1664/README.md,https://github.com/google/NLSdata/blob/1806fc8c177f4858d8e3d3fbba17bbdd7bba8e98/man/summary-NLSdata.Rd#L1
