code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,doc_link,source_link
HTML,repo,README.md,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/LICENSE#L16
TITLE,repo,README.md,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/LICENSE.CC-BY-3#L318
index.html,repo,README.md,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/LICENSE#L16
jeo.js,repo,README.md,.,.,.,.,.,.,3,-,-,-,-,-,-,-,-,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/47fe08b2e5a2334c53ce4dc9306fb041a1244ac6/index.html#L21
quiz.js,repo,README.md,.,.,.,.,.,.,-,3,3,3,3,3,3,3,3,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/index.html#L21
strClose,repo,README.md,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/quiz.js#L26
strTie,repo,README.md,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/quiz.js#L25
teams,repo,README.md,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/README.md,https://github.com/google/html-quiz/blob/46768f20f268423c15a54a07b7ece8872a203386/quiz.js#L23
