code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,doc_link,source_link
CXX,repo,README.md,1,1,1,1,1,1,10,10,10,12,12,13,13,13,13,13,13,13,13,13,14,15,15,15,15,15,15,15,15,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/4e80f0d2fa0ca9812cf287ea444d04ab4cfe32a6/using_sanitizers.md#L11
CXXFLAGS,repo,README.md,-,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/4e80f0d2fa0ca9812cf287ea444d04ab4cfe32a6/using_sanitizers.md#L11
ConsumeBool(),repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/fuzzed_data_provider.h#L119
ConsumeBytes,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/unittest.cc#L152
ConsumeFloat(),repo,README.md,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/fuzzed_data_provider.h#L91
ConsumeProbability(),repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/fuzzed_data_provider.h#L98
ConsumeRegularFloat(),repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/fuzzed_data_provider.h#L95
ConsumeUnicode,repo,README.md,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/unittest.cc#L148
"CustomMutator(data, max_size, seed)",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/example_fuzzers/custom_mutator_example.py#L29
DLLVM_ENABLE_PROJECTS,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/setup.py#L39
ERROR,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/instrument_bytecode.py#L827
FU,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/fuzz_test.py#L107
False,repo,README.md,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,24,24,22,22,22,26,26,31,31,28,28,28,28,28,28,28,28,28,29,32,32,32,34,39,39,39,39,40,39,39,39,39,39,39,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,38,38,38,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/fuzzed_data_provider.h#L118
Fuzz(),repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,10,10,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/unittest.cc#L40
FuzzedDataProvider,repo,README.md,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,107,107,106,106,106,106,106,106,105,105,105,105,105,105,105,105,106,106,106,106,106,106,106,106,106,106,106,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/unittest.cc#L146
INFO,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/atheris.cc#L172
LD_PRELOAD,repo,README.md,2,2,2,2,2,2,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/01d80d9fb5bf3c1fed89dc3f2097b108edd20721/using_sanitizers.md#L52
LLVMFuzzerCustomCrossOver,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,1,1,1,1,1,1,1,1,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/custom_crossover.cc#L72
LLVMFuzzerCustomMutator,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,2,2,2,2,2,2,2,2,2,2,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/custom_mutator.cc#L67
LLVMFuzzerMutate,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/core.cc#L45
LibFuzzer,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/contrib/libprotobuf_mutator/README.md#L6
"Mutate(decompressed, len(decompressed)",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/custom_mutator_fuzz_test.py#L31
NaN,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/fuzzed_data_provider.h#L93
OSS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/714394b54dfc39e439dd83ef977b5dc85650ae06/src/fuzz_test.py#L202
README,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/setup.py#L335
RuntimeError,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,35,38,38,38,38,38,38,38,38,38,38,38,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/third_party/build_modified_libfuzzer.sh#L50
RuntimeError('Boom'),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/example_fuzzers/custom_mutator_example.py#L62
Setup(),repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,7,7,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/unittest.cc#L40
"Setup(sys.argv, TestOneInput)",repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/60fb053c55fa47091618bb89a540fd6cf3c58ef2/example_fuzzers/yaml_fuzzer/yaml_fuzzer.py#L65
TestOneInput,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/unittest.cc#L90
TestOneInput(data),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/example_fuzzers/regex_fuzzing_example.py#L30
True,repo,README.md,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,37,37,37,37,37,41,41,45,45,45,45,45,45,45,45,45,45,45,46,48,48,48,51,56,56,56,56,57,57,57,57,57,57,57,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,55,55,55,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/version_dependent.py#L172
UnicodeDecodeError,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/fuzz_test.py#L70
args,repo,README.md,13,13,13,13,13,13,13,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,21,21,21,21,21,21,21,21,21,21,21,28,28,28,28,28,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,37,37,38,38,38,39,39,39,39,39,39,39,39,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/native/util.h#L63
atheris,repo,README.md,87,88,88,90,90,90,102,102,102,102,102,102,102,103,113,113,113,113,113,113,119,119,119,119,152,153,155,152,157,161,158,160,160,158,158,163,163,163,163,163,163,153,156,156,156,156,156,166,166,166,166,166,166,166,173,173,178,178,173,173,173,173,173,176,175,228,224,224,227,227,227,227,227,227,227,227,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/third_party/cpython-3.8.6-add-libFuzzer.patch#L2
atheris.Fuzz(),repo,README.md,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,10,10,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,9,9,9,9,9,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/src/fuzz_test_lib.py#L48
atheris.FuzzedDataProvider(input_bytes),repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/atheris/blob/77ef3b3b6be35088ada145b223e2c3500ae00123/README.md,https://github.com/google/atheris/blob/6584f0aa2c4b761bc1b3f5ac1d1ff744b1d7cd44/example_fuzzers/yaml_fuzzer/yaml_fuzzer.py#L44
