code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,doc_link,source_link
API,repo,README.md,-,.,2,2,2,2,2,2,2,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,12,https://github.com/google/s2a-go/blob/75981b00549b410916f9407f93fb1862e9e72744/README.md,https://github.com/google/s2a-go/blob/c98b5f8e41b9cdbbd0d28b56a276020c7336de21/s2a_utils.go#L59
TLS,repo,README.md,-,.,93,93,93,93,93,93,93,111,111,111,202,202,202,198,198,198,198,198,198,199,199,199,199,199,199,199,199,199,201,201,203,203,203,203,203,203,203,https://github.com/google/s2a-go/blob/75981b00549b410916f9407f93fb1862e9e72744/README.md,https://github.com/google/s2a-go/blob/c98b5f8e41b9cdbbd0d28b56a276020c7336de21/s2a_utils.go#L36
gRPC,repo,README.md,-,.,8,8,8,8,8,8,8,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,22,24,24,25,25,26,26,27,27,28,https://github.com/google/s2a-go/blob/75981b00549b410916f9407f93fb1862e9e72744/README.md,https://github.com/google/s2a-go/blob/c98b5f8e41b9cdbbd0d28b56a276020c7336de21/s2a_utils.go#L59
mTLS,repo,README.md,-,.,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,7,7,7,7,7,7,7,7,7,7,https://github.com/google/s2a-go/blob/75981b00549b410916f9407f93fb1862e9e72744/README.md,https://github.com/google/s2a-go/blob/c98b5f8e41b9cdbbd0d28b56a276020c7336de21/internal/v2/tls_config_store/tls_config_store.go#L86
