code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,doc_link,source_link
API,repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,3,3,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/README.md,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/new_analytics/modifyGA4Entities.js#L166
GA,repo,README.md,-,-,-,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/README.md,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/shared/shared.js#L31
ID,repo,README.md,-,-,-,-,-,2,2,2,2,2,2,2,21,21,21,21,24,24,25,25,25,25,25,25,25,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/README.md,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/universal_analytics/uaMetricsRequest.js#L18
UA,repo,README.md,-,-,-,-,-,7,7,7,7,9,9,10,31,31,31,31,31,31,32,32,32,32,41,41,41,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/README.md,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/universal_analytics/modifyUACustomDefinitions.js#L222
customDimensions,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,22,23,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/README.md,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/universal_analytics/cds.js#L46
customMetrics,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,31,30,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/README.md,https://github.com/google/google-analytics-utilities/blob/930283a89977d815af331261e4fd78e9766bbda3/universal_analytics/cms.js#L49
