code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
.anyTimes(),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/RangeGwtTest.java#L111
.doIt(),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/AnswerGwtTest.java#L118
@Nice,repo,README.md,.,.,.,.,.,.,.,.,.,4,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/NiceMockGwtTest.java#L97
@Override,repo,README.md,.,.,.,.,.,.,.,.,.,126,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/AsyncCallbackMatcherJavaTest.java#L35
Answer,repo,README.md,.,.,.,.,.,.,.,.,.,47,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/ReplayStateJavaTest.java#L19
ArgumentMatcher,repo,README.md,.,.,.,.,.,.,.,.,.,61,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/AsyncCallbackMatcherJavaTest.java#L19
AsyncCallback,repo,README.md,.,.,.,.,.,.,.,.,.,44,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/AsyncCallbackMatcherJavaTest.java#L20
AsyncCallback<Integer>,repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/CallbackGwtTest.java#L35
Capture,repo,README.md,.,.,.,.,.,.,.,.,.,35,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/ArgumentCaptureJavaTest.java#L19
Capture<Integer>,repo,README.md,.,.,.,.,.,.,.,.,.,10,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/ArgumentCaptureJavaTest.java#L29
EasyGwtMock,repo,README.md,.,.,.,.,.,.,.,.,.,11,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/StacktraceGwtTest.java#L23
EasyMock,repo,README.md,.,.,.,.,.,.,.,.,.,86,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/ReplayStateJavaTest.java#L24
Error,repo,README.md,.,.,.,.,.,.,.,.,.,5,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/MethodJavaTest.java#L96
GWT,repo,README.md,.,.,.,.,.,.,.,.,.,50,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L19
GWT.create(),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/MocksControl.java#L36
GWT.create(MyMocksControl.class),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/MocksControl.java#L40
GWTTestCase,repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/BaseGwtTestCase.java#L19
IsOdd,repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/MatcherGwtTest.java#L111
IsOdd(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/MatcherGwtTest.java#L89
MocksControl,repo,README.md,.,.,.,.,.,.,.,.,.,36,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L29
MyMocksControl,repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/MocksControl.java#L30
RuntimeException,repo,README.md,.,.,.,.,.,.,.,.,.,14,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/MethodJavaTest.java#L95
ToMock,repo,README.md,.,.,.,.,.,.,.,.,.,56,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L30
UndeclaredThrowableException,repo,README.md,.,.,.,.,.,.,.,.,.,10,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/ExceptionJavaTest.java#L19
andAnswer(new Answer<Integer>(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/AnswerGwtTest.java#L113
andCallOnFailure(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/CallbackGwtTest.java#L154
andCallOnSuccess(),repo,README.md,.,.,.,.,.,.,.,.,.,4,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/CallbackGwtTest.java#L139
andCallOnSuccess(42),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/CallbackGwtTest.java#L68
andReturn(3),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/SimpleExpectationsGwtTest.java#L54
answer(Object[] args),repo,README.md,.,.,.,.,.,.,.,.,.,9,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/AnswerGwtTest.java#L115
anyTimes(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/internal/ExpectationSettersImpl.java#L168
