code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
"append(""isOdd()",repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/MatcherGwtTest.java#L123
appendTo(StringBuffer buffer),repo,README.md,.,.,.,.,.,.,.,.,.,6,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/MatcherGwtTest.java#L122
capture(),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/Capture.java#L24
ctrl.anyInt(),repo,README.md,.,.,.,.,.,.,.,.,.,6,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L57
ctrl.expectLastCall(),repo,README.md,.,.,.,.,.,.,.,.,.,18,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/ReturnValuesGwtTest.java#L53
ctrl.replay(),repo,README.md,.,.,.,.,.,.,.,.,.,67,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L81
ctrl.reset(),repo,README.md,.,.,.,.,.,.,.,.,.,4,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L80
ctrl.setToNice(mock),repo,README.md,.,.,.,.,.,.,.,.,.,3,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/NiceMockGwtTest.java#L45
ctrl.setToNotNice(mock),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/NiceMockGwtTest.java#L83
ctrl.verify(),repo,README.md,.,.,.,.,.,.,.,.,.,52,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L87
eq(4),repo,README.md,.,.,.,.,.,.,.,.,.,3,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/MatcherGwtTest.java#L63
eq(6),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/internal/ExpectationSettersImpl.java#L228
equals(),repo,README.md,.,.,.,.,.,.,.,.,.,5,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L23
expectLastCall(),repo,README.md,.,.,.,.,.,.,.,.,.,3,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/internal/MocksControlBase.java#L94
false,repo,README.md,.,.,.,.,.,.,.,.,.,48,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/MethodJavaTest.java#L56
final,repo,README.md,.,.,.,.,.,.,.,.,.,51,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/dummyclasses/OneArgClassToMock.java#L11
finalize(),repo,README.md,.,.,.,.,.,.,.,.,.,3,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/rebind/MocksGenerator.java#L176
foo(),repo,README.md,.,.,.,.,.,.,.,.,.,6,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/ExpectedCallJavaTest.java#L111
getAnotherMock(),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/NiceMockGwtTest.java#L125
getMock(),repo,README.md,.,.,.,.,.,.,.,.,.,41,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L30
getNiceMock(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/NiceMockGwtTest.java#L97
getNotNiceMock(),repo,README.md,.,.,.,.,.,.,.,.,.,4,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/NiceMockGwtTest.java#L98
hashCode(),repo,README.md,.,.,.,.,.,.,.,.,.,8,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/UnmockableMethodsGwtTest.java#L23
isOdd,repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/MatcherGwtTest.java#L106
java.lang.Object,repo,README.md,.,.,.,.,.,.,.,.,.,3,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/rebind/MocksGenerator.java#L131
matches(Object actual),repo,README.md,.,.,.,.,.,.,.,.,.,1,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/internal/matchers/Equals.java#L39
null,repo,README.md,.,.,.,.,.,.,.,.,.,139,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/AsyncCallbackMatcherJavaTest.java#L47
onFailure(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/ExpectationSetters.java#L52
onSuccess(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/ExpectationSetters.java#L43
once(),repo,README.md,.,.,.,.,.,.,.,.,.,2,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/java/com/google/gwt/testing/easygwtmock/client/internal/ExpectationSettersImpl.java#L156
private,repo,README.md,.,.,.,.,.,.,.,.,.,123,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/AsyncCallbackMatcherJavaTest.java#L33
times(2),repo,README.md,.,.,.,.,.,.,.,.,.,5,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/RangeGwtTest.java#L49
toString(),repo,README.md,.,.,.,.,.,.,.,.,.,50,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/matchers/AsyncCallbackMatcherJavaTest.java#L57
verify(),repo,README.md,.,.,.,.,.,.,.,.,.,11,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/README.md,https://github.com/google/easy-gwt-mock/blob/80a17bc4b22c8770c4c38d60ad00e4bf3934c498/javatests/com/google/gwt/testing/easygwtmock/client/internal/ReplayStateJavaTest.java#L65
