code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,doc_link,source_link
is_not_empty,repo,README.md,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_suite_test.py#L30
is_not_in,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L90
is_not_none,repo,README.md,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_suite_test.py#L47
is_raised,repo,README.md,0,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/4e6c4797a2305ccb901296a311fd5af12ff3edd1/python/checkers/asserts/__init__.py#L23
is_true,repo,README.md,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_case_test.py#L81
logging_test_case_setup(context),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L39
logging_test_case_teardown(context),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L44
logging_test_run_setup(test_run),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L23
logging_test_run_teardown(test_run),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L28
main,repo,README.md,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/runners/pyunit/pyunit.py#L17
module_name,repo,README.md,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/test_run.py#L57
"multiply(self, x, y)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/calculator.py#L27
pyunit.main,repo,README.md,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/runners/pyunit/pyunit.py#L34
pyunit.main(),repo,README.md,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L66
"register('calculator', calc)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L36
"register(test_add.full_name, param)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L71
register_calculator(context),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L33
setup,repo,README.md,0,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,38,39,39,38,37,37,37,37,36,36,36,36,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/setup.py#L15
"subtract(self, x, y)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/calculator.py#L24
"subtract(x, y)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L32
subtraction_suite,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/suite_example_test.py#L49
subtraction_tests,repo,README.md,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/suite_example_test.py#L19
teardown,repo,README.md,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L31
"test_add(calculator, x, y, expected)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L37
"test_add(x, y, expected)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/suite_example_test.py#L42
test_add_1_1_2,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/__init__.py#L158
test_add_1_1_2(calculator),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L69
test_add_2_2_4,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/__init__.py#L158
test_add_2_2_4(calculator),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L76
test_add_4_8_12(calculator),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L83
test_case_setup,repo,README.md,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_run_test.py#L40
test_case_teardown,repo,README.md,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_run_test.py#L41
test_divide_2_0(),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L63
"test_double(x, expected)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/suite_example_test.py#L31
test_run,repo,README.md,0,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,83,83,83,83,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_suite_test.py#L21
"test_subtract(calculator, x, y, expected)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L31
"test_subtract(x, y, expected)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/subtraction_tests.py#L26
test_suites,repo,README.md,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_run_test.py#L42
unittest.main,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/runners/pyunit/pyunit.py#L34
zero_division_setup(),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L57
