code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
BUCKET,repo,README.md,-,-,-,1,1,1,1,1,1,1,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/examples/kube-node-tracer-daemonset-example.yaml#L55
CONTRIBUTING.md,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,code_element is a file name
DaemonSet,repo,README.md,2,2,3,3,3,3,3,3,3,3,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/rolling_tcpdump.sh#L28
GCS,repo,README.md,4,4,4,4,4,4,4,4,4,4,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/kube_node_tracer.sh#L67
GKE,repo,README.md,8,8,8,8,0,0,0,0,0,0,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/84cdb3a7f28fd3c308694f03563c7fa759187b4a/rolling_tcpdump.sh#L26
LICENSE,repo,README.md,5,7,8,8,8,8,8,8,8,8,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/rolling_tcpdump.sh#L9
MB,repo,README.md,-,-,-,3,3,3,3,3,3,3,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/rolling_tcpdump.sh#L83
NAME,repo,README.md,-,-,-,1,1,1,1,1,1,1,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/examples/kube-node-tracer-daemonset-example.yaml#L55
NIC,repo,README.md,-,-,-,1,1,1,1,1,1,1,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/examples/kube-node-tracer-daemonset-example.yaml#L33
NODE,repo,README.md,-,-,-,0,0,0,0,0,0,1,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/examples/kube-node-tracer-daemonset-example.yaml#L38
host,repo,README.md,-,-,-,4,4,4,4,4,4,4,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/examples/kube-node-tracer-daemonset-example.yaml#L33
tcpdump,repo,README.md,12,12,12,12,13,13,13,13,13,13,https://github.com/google/kube-node-tracer/blob/8d3385726ce561563fad220c61b69b4f8c182b3e/README.md,https://github.com/google/kube-node-tracer/blob/ff7766b58a1ebc6b568ed4835e00092a7636d8d1/rolling_tcpdump.sh#L17
