code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
CMD,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,2,2,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.md,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README~#L5
FILE.PATH,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,2,2,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.md,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README~#L5
INSTALL,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,2,2,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.md,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README~#L5
MAB,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,8,9,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.md,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/test/run_tests.R#L16
"install_github(""google/MAB"")",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,0,1,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.md,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/.Rhistory#L1
library(devtools),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,1,1,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.md,https://github.com/google/MAB/blob/a7346d151bd61604d4d05ad0764c2dbe527fdac5/README.html#L130
