code_element,page_type,page_name,rev_1,doc_link,source_link
ANY,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
AS,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L10
BASIS,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L10
CONDITIONS,repo,README.md,10,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
GitHub,repo,README.md,2,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/CONTRIBUTING.md#L21
IS,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L10
KIND,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
LICENSE,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L7
OF,repo,README.md,9,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
OR,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
WARRANTIES,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
WITHOUT,repo,README.md,8,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/README.md,https://github.com/google/gumbel_sinkhorn/blob/e10e476de5c0e10208eee47b2df49f19ab63b70b/sorting/sorting_train.py#L11
