code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
GREasy,repo,README.md,.,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/greasy/blob/9dbb4c449bddb61ed7e89273ae31c47f9a1f2bdb/README.md,https://github.com/google/greasy/blob/1065acee7ba9198387946b83e0a35aa22df91c10/greasy.zsh#L17
LICENSE,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/greasy/blob/9dbb4c449bddb61ed7e89273ae31c47f9a1f2bdb/README.md,https://github.com/google/greasy/blob/1065acee7ba9198387946b83e0a35aa22df91c10/greasy.zsh#L9
depot_tools,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/greasy/blob/9dbb4c449bddb61ed7e89273ae31c47f9a1f2bdb/README.md,https://github.com/google/greasy/blob/1065acee7ba9198387946b83e0a35aa22df91c10/greasy.zsh#L22
get_depot_tools,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/greasy/blob/9dbb4c449bddb61ed7e89273ae31c47f9a1f2bdb/README.md,https://github.com/google/greasy/blob/1065acee7ba9198387946b83e0a35aa22df91c10/greasy.zsh#L23
