code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,doc_link,source_link
McDonald,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,https://github.com/google/paragraph/blob/db503f48fabbac47fe9a597feacb7be2226b6832/README.md,https://github.com/google/paragraph/blob/97f466f68fee69ef97b840dbd6d6f6f4e76381cd/paragraph/translation/allreduce/dissemination_allreduce_translator_test.cc#L1
ParaGraph,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/paragraph/blob/db503f48fabbac47fe9a597feacb7be2226b6832/README.md,https://github.com/google/paragraph/blob/97f466f68fee69ef97b840dbd6d6f6f4e76381cd/paragraph/scheduling/instruction_fsm.cc#L195
TensorFlow,repo,README.md,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/paragraph/blob/db503f48fabbac47fe9a597feacb7be2226b6832/README.md,https://github.com/google/paragraph/blob/97f466f68fee69ef97b840dbd6d6f6f4e76381cd/paragraph/shim/statusor_test.cc#L1
XLA,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://github.com/google/paragraph/blob/db503f48fabbac47fe9a597feacb7be2226b6832/README.md,https://github.com/google/paragraph/blob/97f466f68fee69ef97b840dbd6d6f6f4e76381cd/paragraph/data/README.md#L3
