code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,doc_link,source_link
CLEVR,repo,README.md,-,4,2,2,4,4,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/clevr/train.py#L37
COG,repo,README.md,-,2,2,2,2,2,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/train.py#L452
RGB,repo,README.md,-,-,1,1,1,1,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/constants.py#L26
TFRecord,repo,README.md,-,-,3,3,6,6,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/clevr/data_generator.py#L44
clevr_test_output,repo,README.md,-,-,5,5,5,5,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/clevr/train.py#L36
cognitive/test.py,repo,README.md,-,-,-,-,-,1,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,code_element is a file name
data_dir,repo,README.md,-,27,16,16,29,37,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/train.py#L57
data_type,repo,README.md,-,-,18,18,37,40,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/train.py#L276
examples_per_family,repo,README.md,-,12,12,12,12,12,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/generate_dataset.py#L45
generate_dataset,repo,README.md,-,4,4,4,4,4,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/train_utils_test.py#L29
get_default_hparams_dict,repo,README.md,-,-,4,4,4,6,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/train.py#L70
is_distractor,repo,README.md,-,1,1,1,1,1,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/stim_generator.py#L333
max_distractors,repo,README.md,-,11,11,11,11,14,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/trained/cog_canonical/hparams#L1
max_memory,repo,README.md,-,9,9,9,9,9,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/generate_dataset.py#L41
model_dir,repo,README.md,-,-,-,-,-,6,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/test.py#L56
output_dir,repo,README.md,-,12,12,12,12,12,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/generate_dataset.py#L47
raw_clevr_dir,repo,README.md,-,-,0,0,3,3,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/clevr/data_converter.py#L47
tfrecord_dir,repo,README.md,-,-,4,4,20,20,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/clevr/data_generator.py#L42
train.py,repo,README.md,-,-,2,2,2,2,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,code_element is a file name
train_dir,repo,README.md,35,35,36,36,36,36,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/README.md,https://github.com/google/cog/blob/99804bcc0035a80acaa9d20207e3bfb5992b8d67/cognitive/train.py#L62
