code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
CSV,repo,README.md,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/index.js#L185
HTML,repo,README.md,0,0,0,0,0,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/certificates/templates/example/settings.yaml#L16
PDF,repo,README.md,0,0,0,0,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/certificates/templates/example/settings.yaml#L1
URL,repo,README.md,-,-,-,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/certificates/templates/example/settings.yaml#L41
csv_file,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,16,16,16,16,16,16,16,16,16,16,16,16,16,16,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/index.js#L92
google_folder_id,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/index.js#L109
google_sheet_id,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,15,https://github.com/google/certificate-maker/blob/a63071f610e27dc2f9defe864eae1452eaa5a4cc/README.md,https://github.com/google/certificate-maker/blob/ba39d5ef1c5ae7b1ea38a32dff23c8a4e9be66a6/index.js#L122
