code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
Intersect,repo,README.md,5,5,5,5,5,https://github.com/google/segment/blob/1175b5a05322ba68dcc86cd191f69220ae24a16a/README.md,https://github.com/google/segment/blob/9098e6017b2a34fda0ab305544484d9b6464b867/segment/segment_test.go#L792
SetDiff,repo,README.md,5,5,5,5,5,https://github.com/google/segment/blob/1175b5a05322ba68dcc86cd191f69220ae24a16a/README.md,https://github.com/google/segment/blob/9098e6017b2a34fda0ab305544484d9b6464b867/segment/segment_test.go#L1098
Union,repo,README.md,18,18,18,18,18,https://github.com/google/segment/blob/1175b5a05322ba68dcc86cd191f69220ae24a16a/README.md,https://github.com/google/segment/blob/9098e6017b2a34fda0ab305544484d9b6464b867/segment/segment_test.go#L638
int64,repo,README.md,26,26,36,41,43,https://github.com/google/segment/blob/1175b5a05322ba68dcc86cd191f69220ae24a16a/README.md,https://github.com/google/segment/blob/9098e6017b2a34fda0ab305544484d9b6464b867/segment/segment_test.go#L72
